doc_id	text	is_hate
0	I'd say a fitting punishment is dealing with the developmentally challenged children for the rest for your life .	0
0	Anti-racism is a CODE WORD for anti-white max	0
0	How long per day do you go ?	0
0	Seig Heil - Andrew	0
0	It really warms me that more Klan members are coming to Stormfront .	0
0	It happened in Taco Bell once and I just grinned at him and he turned away .	0
0	Big talk , none of you have the balls to tell a skin this to his face .	0
0	I'm not in the Chicago area , but I do know some people in the Chicago area .	0
0	YouTube - DOG SET ON FIRE WHILE GIVING BIRTH YouTube - Animal Abuse at Child Care Center In Chicago Ghetto	0
0	Many tribes had their own `` local '' gods ( and spirits , demons , creatures , etc. ) , yes , but they were usually `` lesser '' gods and the main Slavic pantheon was more or less the same everywhere .	0
0	I noticed a lot of fat little white girls with monkey boyfriends .	1
0	Interesting .	0
0	I'm guessing that you are not from Ireland as then you would know how well organised AFA are .	0
0	I'd say that here on SF , most of the thread derailers are crypto-antis who do n't give hoot about Thor or Jesus .	0
0	Saw that youtube video of those guys shooting 444 marlin and 454 Casull in an old 410 shotgun .	0
0	My God .	0
0	Our smart liberals say that we need thousands of `` high-quality '' non-european immigrants per year , but for what ?	0
0	in england the spanish flag is probably kosher to fly without getting your collar felt , any flag in the world would be ok but the jack and st george	0
0	I'm saying , what I see .	0
0	Yes, that 's what I tell Black prostitutes in my neck of the woods when the accost me for a good time !	0
0	Nice .	0
0	Thank you for the update .	0
0	http://prudentbear.com/index.php/com ... y ? art _ id = 10187	0
0	Great gun though !	0
0	Remember there will be a delay in your potst ' appearing , until you reach unmoderated status .	0
0	They are of Mediterranean type , it 's normal because of the temperature to have darker pigmentation , than fellow whites from western and northern Europe .	0
0	Did they have pretty good lives ?	0
0	Look at the preservative crap they are eating too .	0
0	I spent quite a bit of time with April and driving around with my new van .	0
0	I've replied to a few posts by guys in the past and got no reply back , so some of us ladies ARE actually trying	0
0	Ive never herd of one even actually happening but i would think that it would not last either.if you dont get along you never will. cant force it .	0
0	ASIAN security guards !?	1
0	Did you know that chef Jamie Oliver , the Essex boy is part black ?	0
0	Elevating the negro to iconic status , is bad business .	1
0	they need to feel it on their skin , so next time they wont give my land to the some subhuman muslim dogs .	1
0	It was no accident .	0
0	Most comments are quite favorable to fiercely favorable .	0
0	MOPAR88-Again , I live in San Bernardino , send a pm ?	0
0	Good work .	0
0	I have always enjoyed your posts on other boards .	0
0	Fags are a big problem , they are recruiting our kids , in the schools that we pay for .	1
0	Pffffft!	0
0	Holy cow , I cannot believe the BS that goes on in a public school system vs. actual learning .	0
0	Just badly spelt like everything else in Holland ?	0
0	I simply would not care to see some white guy 's head on a stick , like I have seen mexicans that cross the cartel .	0
0	It happens with animals too , I bought a chicken to cook on my way home from the graveyard and popped it in the fridge for the next day .	0
0	I cant say I have ever saw a C in A on any products I have looked at .	0
0	Male or female .	0
0	And this is why SA went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World begger horde .	1
0	White nationalism is not about a bunch of nationalists who happen to be white .	0
0	I like both of these genres and will have to put Lovecraft on my list of authors/books to read .	0
0	Does this not show how stupid these folks can be ?	0
0	For white men it 's all about sex and for no real reason .	0
0	Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !	1
0	This has been going on since the sports bring in so much money .	0
0	The ugly black will always be .... black !	1
0	I 'm 24 yrs old and live in MN .	0
0	I suppose this is an unrealistic question because they are every where but where is the whitest place on earth that I can move to .	0
0	``Lookhow my family is growing - two new fellas and a baby on the way !	0
0	Hi, So glad to hear from someone so close .	0
0	Am I still welcome here ?	0
0	The 1st time Jews were even talked about in the Bible was in I Kings and they are at war tring to kill God 's people ( the Hebrews ) .	0
0	Greit at du er fornøyd med din Nasjonalitet , det er ikke dèt det er snakk om , så slapp av , kamerat !!	1
0	I believe these apes may be on to something by chopping off penises to cure aids .	1
0	Our herp vet is gone til the middle of April , I ca n't wait to get her in and have her checked out .	0
0	Make it happen !	0
0	Truckers Music - YouTube Trucker Song by band Head Hands and Feet ( southern rock I guess ) with lots of beautiful pictures and beautiful women !	0
0	I think I was my own `` tiger mom '' when in Montessori school ... around age 3 My memories are vague ( cue song ) but Mumsy said they had hoola hoops we sat in and whenever a kid stepped in mine I slapped him/her .	0
0	Site is back on line .	0
0	``RiceArrives in Lithuania for NATO Talks . '' http://news.bbc.co.uk/1/hi/world/europe/4466747.stm Go Home to Africa , Condoleeza Rice !	0
0	At the moment the situation is dire .	0
0	I think your right about the R meaning registered trade mark .	0
0	I'm on yer side .	0
0	Even a child has enough muscle to pull a trigger or cut flesh .	0
0	You seem to have no grasp of the fact that it is the jews who have stolen German identities in the first place to blend in .	0
0	I 'm going to carefully study it so hopefully I 'll have some decent input to contribute .	0
0	& #x202a ; Father And Son Assault Leads To Death & #x202c ; & rlm ; - YouTube	0
0	Over at Free Republic in a thread about this , someone said about two days ago that youtube was blocking people from commenting on tbe video but many had found a way around youtubes block to post .	0
0	Get ballistic helmets !	0
0	Thanks.	0
0	Stay away from all fast food garbage .	0
0	If you are interested reply to this message or PM me .	0
0	My Norwegian uncle has been visiting , and he has shared with us some things about Christmas celebrated in Norway ...	0
0	Congrats and I hope you both have very happy and long lives together !	0
0	Agreed.	0
0	It 's a well built hard cover with nice thick pages if anyone is interested .	0
0	Translated : Worthless talk ?	0
0	Maybe some of us can meet , move in next to or near each other , and start building up White communities and keep it spreading across the country .	0
0	Or so this short film would have you believe !	0
0	And it was on my list for middle names for my son .	0
0	another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com	1
0	At least not as far as I can tell .	0
0	i've seen it , the whole thing and i remember the part where he started to talk about BLACK MALES and showed a bunch of these news clips saying `` the suspect is a black male '' etc. acting like we are suppose to feel sorry for them and they are all innocent. and like you said , i don`t think one black person was interviewed ...	0
0	One !!!!! per county , ....... heartbreaking ..... absolutely heartbreaking .	0
0	Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????	0
0	As far as Baldwin goes , what an anomaly that place is .	1
0	I am a white female and I am proud of my race. and dating a black would be disgusting	1
0	Seriously, this guy is VERY primitive even for a Black .	1
0	Freuer Frei !	0
0	This flier makes it easier for everyone to get behind our troops , by moving them out of Iraq , and to a location where they will be performing according to the U.S. Constitution .	0
0	There are so many race mixing ads on TV that it gets overwhelming .	1
0	Any expressing of their homosexuality outside their home however must be stopped .	1
0	Aragorn	0
0	I havent even paid for not one single ppv , so its not like Im stopping my support , lol By the way , to the guy that said Demian Maia is white ... yes , hes white , just like Erick Silva .	0
0	You counter your own post with your own words you f * * * * * g idiot	0
0	I just recently quit smoking cigarettes ( very hard stuff ) and I will say I do like to get together with a few friends and have a few beers , but that 's all I 'll do .	0
0	Who knows how much longer that will be for any of us. ~	0
0	Perhaps they realize people are waking up to the story and figure they should take their gains and quit while they are ahead .	0
0	Don't get yourself into trouble for something that is n't worth it .	0
0	The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .	1
0	http://bmxsociety.com/uploads/monthl...9887_thumb.jpghttp://bmxsociety.com/uploads/monthly_05_2010/post-2192-127351673801_thumb.jpg Another photo , showing the nice rims , billet axle spacers , and USA made Paul rear derailer !	0
0	The problems start when you start to accommonadate these people in the first place ! , give an inch and they 'll take a mile ......	1
0	I would like to help out on this project .	0
0	In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .	0
0	Richland County deputies say Cason killed his estranged wife , 38-year-old Letitia Cason , at an apartment on Smallwood Road in Northeast Richland County Deputies : Murder Suspect Shoots at Officers , is Taken Into Custody wltx.com | Columbia , SC News , Weather and Sports |	0
0	Watching out for Anti-Whites if you have info on Anti-Whites send it to this site I am sure there are lots of you out there with info on Anti Whites so send it in .	0
0	There are White folks that require a little of our time .	0
0	sounds like their government is doing a great job if they have been able to maintain this in the current situation	0
0	This is my first post .	0
0	That way I can make money , have friends for my child to play with , AND stay at home .	0
0	Relationships are highly overrated I think Hang tough .	0
0	I'm 22 years of age and I plan to have 3-4 kids but I do n't feel I can be a father now , I will start have my kids around age 27 .	0
0	This morning I found a video that was quite interesting , as it demonstrated how this question frequently comes up even after serious crimes .	0
0	I 'm surprised to see it still active .	0
0	So the new rules are Free Speech is for Blacks and Browns only ...	0
0	Uzi Tactical Pens Demonstration - YouTube ( I know Uzi is an Israeli company , but the video is pretty good and you can get a Smith and Wesson model. )	0
0	Its a spiral in to decline ted heath ex tory pm said unemployment eats in to your soul .	0
0	Last weekend I was trying to lay some flowers on my grandad 's grave when suddenly , a blood geyser .	0
0	Do you have a way to support the claim made in another thread that Native Americans were not the first human inhabitants of the Americas , since you can no longer defend your claims in this thread ?	0
0	Any kind of civilization Negroes have today is a gift from the White race .	1
0	Explain how liberals are liars and anti-White and tell her about crime statistics .	1
0	It is stupid	0
0	I would also tell you to hang in there .	0
0	My Spanish teacher told us Hispanic just means Spanish speaking , and she is white so i dont know why she would lie about it .	0
0	And I like a slight tape hiss ( or needle crackle ) in a vintage recording , though it disappears when the music gets louder .	0
0	We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .	1
0	They 're just making it really expensive on purpose and making a panic .	0
0	How many yards were lost on that play ?	0
0	Listening to this music brings back memories of all my visits to Russia and Ukraine .	0
0	It is nearing the end of 2013 , so soon I will be starting a thread for the new year .	0
0	When the girl starts talking the guy in the middles lips start moving .	0
0	Tell them we 'll legalize drugs and pedophilia .	1
0	I remember the teacher telling everyone that mixed races babies and mixed race peoples are always more healthy that pure bed babies .	0
0	THREE times as many Muslims are in prison than 15 years ago	0
0	All with an ulterior motive , of course ....	0
0	in some ways i 'd say the movie `` Full Metal Jacket '' is ... the first few lines of that movie are great haha	0
0	You also need to avoid anything Soya .	0
0	In fact , it looks like almost a dozen black bears have been euthanized all over western Montana due to illegal feeding . Grizzly bear relocated in NW Montana | KRTV.com | Great Falls , Montana	0
0	Woodstock is flanked by multicultural hell London and multicultural hell Kitchener , its a hopeless cause .	0
0	I do not think anyone looks up to white Negroes , just the black ones and then they become wiggers .	1
0	I think most Stormfront members would agree.Iam here to promote a white Ireland like other members and to warn others about the treat of Multiculturalism and Islam in Ireland	0
0	The churches also used to operate hospitals .	0
0	Forgot to add that in my earlier comment .	0
0	I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .	1
0	I 'm just pointing out our version of mercy and the God of the Bible are not even close to the same thing .	0
0	Wasn't that when Steve and Bean got their heads cracked opened ?	0
0	I just came in from my night job or I 'd look around a bit more .	0
0	I 'm not sure if these guys are reds but I like this song .	0
0	The school systems are broken .	0
0	That's very true because they would lose a one on one fight almost every time .	0
0	I proved that fyromanians are blind people and if I show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not .	0
0	I guess I should have known that there are too many bleeding heart liberals in the NW to get an answer to this thread .	0
0	NGC 1977 stretches across the field just below center , separated from NGC 1973 ( above right ) and NGC 1975 ( above left ) by dark regions laced with faint red emission from hydrogen atoms .	0
0	I do n't encourage race mixing by the way .	0
0	Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !	1
0	Watch for child and interracial porn to be found among the ashes .	0
0	However if you avoid larger fish such as Swordfish and Tuna , your chances of ingesting mercury are substantially reduced .	0
0	There is no Planet X. Let 's stop talking about it before we start looking like crazies .	0
0	You might want to check this out , gave it a pretty good review as a truck/ATV/snow mobile gun or just as a back-up that takes standard AR/M16 magazines .	0
0	Those countries are much better under a government of terror made by themselves and for themselves .	1
0	I'm surprised the Montreal flag gives pride of place to the English St Geroge 's cross .	0
0	But still seeing them pumpkins .	0
0	JJT, have you been talking to my kids about how I run my house ?	0
0	Short Barrel 45 feet : Taurus Judge With Winchester PDX1 Loads - YouTube Short Barrel 30 feet : Taurus Judge 000 buckshot/.45LC tests at a life size target .	0
0	The ability to run really quietly and lots of chloroform .	0
0	MY father is American but I would never think of going to live in the lair of Satan !	0
0	The pay is poor to fair ( you wo n't get rich ) .	0
0	And that goes for Eastern Europeans and Asians as well .	0
0	Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !	1
0	Her victim Wesley Mosier was shot multiple times in the chest , then she and her teen aged son got out and proceeded to kick him repeatedly until the police showed up http://www.courier-journal.com/artic ... g + motorcyclist	0
0	i would like to see them , they are one of my all time faves !	0
0	have him come to california and see what crap i had to grow up around. i 'll need 1maybe even 2 days tops ...	0
0	I believe Bound for Glory is an Oi band similar to Rahowa or Skrewdriver .	0
0	Do you not realize that goddamn white genicide is upon the white race ?	0
0	Also my college did not allow jews or homosexuals .	0
0	YouTube - A NATION CANNOT SURVIVE TREASON : CICERO F G are the enemy of the Irish Nation vote S F not the best but care for the working class Irish not the rich scumbags .	0
0	I can honestly say that I have smoked weed and drank as a kid with many groups of WHITE guys and nothing like this EVER came close to happening !	0
0	Not a chance .	0
0	There is a copy of the report somewhere in the content of this thread but I ca n't pinpoint exactly where it is .	0
0	Then your gonna see what hell is like .	0
0	And still water ends up on the top and oil on the bottom .	0
0	So... you would say to lie .	0
0	Los Angeles County sheriff 's officials arrested 53-year-old John Ewell on Saturday night , just two days after the killings .	0
0	Hilarious !!!	0
0	Instead we are left to shed a tear for the black kids killed in a church bombing 40 years ago .	0
0	This is disgusting and Justin wants this to live here .	1
0	Better head down to the tubes .	0
0	Please comment .	0
0	Just saw this one in Palm Springs ....	0
0	I am not expecting six figures a year but would like to be comfortable .	0
0	Wow .	0
0	I had to change the kids site around a bit Liz ... here is the correct link for the FCKS ... Creative Kids	0
0	It is located here : http://www.teachers.tv / .	0
0	So the Jews are Gods chosen people and we are the dumb cattle used to bring the Jews back to Gods fold .	1
0	I have no problem cleaning my own toilets infact I dont even hate it because after im done I know that there be the cleanest dang place for my buttocks to be sitting on the next time there is a need for a bowel movement .	0
0	I saw your girls on VH1 , too .	0
0	( Simply copy and paste the following text into your YouTube videos description boxes. )	0
0	It made it on CNN , so I 'm thinking it was probably an illegal YouTube - Lou Dobbs Reports A Gang Ripe ?	0
0	What do you all have to say about this article ?	0
0	White Rage , it 's what 's for dinner !!	0
0	14	0
0	Half white and half white would probably be ok with me .	0
0	I live in a large American city and it has gotten so bad that it is to the point where we are not just a minority .	1
0	They would perform a rape test and get the evidence immediately .	0
0	I am disgusted by the amount of white hate and brown love that teachers try to pump into my 16 year olds head .	1
0	I'm going to have to sit down here and start replying to a lot of posts I have been missing here , when I have the time .	0
0	YouTube - Grandson attacks and rapes 87-Year-Old bed-ridden amputee Grandmother YouTube - Police are looking for Flash Mob of black Teens who Robbed Dupont Circle Store .	0
0	Emmigration - around 50000-100000 per year .	0
0	Where can Whites go and be left alone ?	0
0	Welcome to Stormfront , the largest White Nationalist community on the web .	0
0	I will most likely not be invited , but if anything should come out of it I hope you will share the news .	0
0	There's enough oil for a few hundred more years actually .	0
0	Besides that , there 's the Transnistria issue to be solved and the hard fact that Romania simply does not have the economical power to accomplish such a re-unification .	0
0	It just goes to show that the IRA are just criminals and not freedom fighters as they claim .	1
0	This should be on every major news channel in America .	0
0	Perhaps you would like to comment on the link below ?	0
0	I sometimes wonder who actually runs this country .	0
0	My parents are like this .	0
0	I dont think we would get their $	0
0	YouTube	0
0	It puts a warm smile on my face every year .	0
0	I used to live near a school that was 100 % Black with Black children living in all Black homes in a nearly all Black neighbourhood .	0
0	I'm not trying to insult you or anything .	0
0	It was great I got to tell my funny jokes and get a reaction .	0
0	As it is , now they get free meals and watch TV all day with the tax payer footing the bill .	0
0	SOS !	0
0	Good point , straight people do get aids .	0
0	I am moving there tomorrow afternoon would love to meet other WP people in the area .	0
0	Let 's all stay together .	0
0	I really have given no thought to changing eye or hair color , so it really does not matter to moi .	0
0	I heard he turned down the offer of a 5 year contract with Valentino to pursue a very lucrative extremist lifestyle ..	0
0	3 * 9 * 50 scope .	0
0	More black-on-white crime : YouTube - Black Students Attack White Man For Eating Dinner With Black Man YouTube - Black Attack On White Hopkins Researcher Planned	0
0	I wonder what the percentage of the San Francisco people who are HIV positive are straight .	0
0	Huh ?	0
0	Can you say Big Brother .	0
0	This was on another thread , so placing duplicate in book thread , re removing Orwell and future possibility of book vanishment/censorships : http://www.pcworld.com/article/16865...ownership.html	0
0	i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508	1
0	You will know it is a nightmare on day you wake up and you have a black muslim running your country .	1
0	What an ugly hag	0
0	Yes, I edited out your personal info , as you should only give that out to those who can be trusted .	0
0	The media also promotes race mixing as cool !	0
0	Are Executive Orders Constitutional ? | Tenth Amendment Center Blog -	0
0	I would n't say I 'm looking at things too literally .	0
0	Glory Glory Halliujah , Glory Glory Halliujah , Glory Glory Halliujah THe school is burning down	0
0	i dont get to newport very often but whenever i do go its got loads of asians wandering around , mostly muslim by the looks of them. i live a couple of valleys over from there .	0
0	This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .	1
0	Here, for your ease & convenience -- Insight on the News current annual list as found @ http://www.insightmag.com/main.cfm ? i ... storyid = 464383 Insight 's Top CollegesPosted Sept. 15 , 2003 By Stephen Goode Published : Tuesday , September 30 , 2003 Insight 's Top 15 ( in alphabetical order ) , based on commitment to undergraduate teaching and use of a traditional curriculum .	0
0	I understand this but unfortunatly I have no one else to turn to .	0
0	I will say I love God as much as I like .	0
0	I think you should take advantage of the fact you 're in highschool and it 's not really an important place in the long run .	0
0	Even if they do stop pouring in most of those that are here have no intention of going back to poland .	1
0	Its got to be a quote from someone .	0
0	A certain Person would want to shut his mouth that Person going on about stuff from 1930 had no right to post that information.Leo would not be impressedwww.muslimsout.org	0
0	forming one little place ... a village or a small community that is purely White and that no other race can enter or interact with unless it has majority consent .	0
0	If ya wanna talk just PM me .	0
0	No, I call it hypocrisy and it goes against what you and your peers preach .	0
0	But we 'll see .	0
0	There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .	1
0	I must say this is creepy !	0
0	It's not just whites that are worried about it , it 's going to be a real disaster for the country as it slips into poverty .	0
0	Please tell me what the actions are in general .	0
0	Finns and Sweds can become even closer after this and we can start to become true brethren nations like we always should have been .	0
0	What I meant was blacks are the oldest living humans on earth .	0
0	I keep telling people about things like this , and they never believe me .	0
0	In doing so I came across these `` twisted '' new buildings located there :	0
0	Take it somewhere else and stop wasting space .	0
0	I just realised how much anti Russian propaganda is on the internet in the last week or two .	0
0	It always cracked me up to see middle-aged `` Skinheads '' hobbling around with their pantlegs rolled up and suspenders hanging down .	0
0	Maybe spread some HATE and intolerance ?	1
0	Iran to patrol US East Coast & mdash ; RT This report goes back to September , the 28th , last year .	0
0	That could be cool !	0
0	I have nothing against staying at home , but I 'd also like to start a home day-care .	0
0	Hearing the Wagner at the end of that video made me want to charge of into the night with a sword .	0
0	There was a black who slit a perfectly healthy white womans throat while standing behind her in a store for no other reason then her being white and woman .	0
0	They just wanna shake him down Anytime new military units get involved in the drug war in Mehico they learn the ropes lightning fast and go for the $ $ $ $ $ $ .	0
0	PatrioticMama	0
0	We have to get back to our countries being for our race , the same as every other race 's country is for them .	0
0	http://www.visioncircle.org/archive/003870.html	0
0	i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .	1
0	Interview with Herman Rosenblat : A Holocaust liar https : //www.youtube.com/watch ? v = HPzxTQ3t1wU	0
0	Please tell me you are n't advocating fraud .	0
0	Just buck up and stop being lazy .	0
0	I bet they 'll find a way to invent a new hoax .	1
0	Appears as if this fellow best me to it and explained a bit better than I could typing from my phone .	0
0	The reds are always protesting against people like David Irving its time we got out there and counter act them	0
0	I too am from cali , but moved out to utah to get away from all the filth .	1
0	Dangers of government schools : exposing your kids to philosophy like this ....	0
0	Yes but most are not even brown or tanned .	0
0	Last stat : you are a troll and a homo .	0
0	New Intro , music leads in and out .	0
0	It was great reading all your input .	0
0	In consideration of the word ' satan ' , within such a context the notion of satan worship ( to worship ones adversary ) is an altogether stupid thought .	0
0	Calmady Children .	0
0	He use to run it a few year ago I use to run around with him and some other lads from London	0
0	These `` black people '' have the nerve to call themselves human. . .	1
0	hey all of you are not alone in this brothers. there are so many more than you will ever know. i am one of them and i am proud to be very white .	0
0	i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .	0
0	The booze thing should n't be a big deal .	0
0	I have no problem with Black Pride .	0
0	Cheaper too .	0
0	Karina Sørensen is a member of the party outreach group .	0
0	They way my mom found out was by my Negro loving sister and my sister found out because a black racist bus driver started to call my sister and her friends racial names so I said I would get some of my friends and we would go on that bus to ``make a statement`` and she told .	0
0	Whites are not all genetic copies of one another .	0
0	Ruger Old Army and Moore and Harris double .	0
0	Fogalmam sincs hogy mennyi lehet itt .	1
0	I go to van city at least once a year .	0
0	Just an example of Our local economy and employment opportunities here .	0
0	Worse than Benefits St.	0
0	So how do you explain America 's being behind almost every industrialized nation in the world when it comes to education ?	0
0	She looks arabic if anything .	0
0	In light of who `` brings it up '' I would imagine that , like all their other claims and accusations , this is wildly exaggerated .	0
0	First time this year that I have seen this area hotter than Lakeland , Florida .	0
0	Makes you wonder how we invented anything at all and built nations that were the envy of the brown world when our countries were mostly white .	0
0	That describes the mooleys very well , the signature haymaker .	0
0	At least shop where a white is at the counter is my rule .	1
0	This is unforgivable .	0
0	And it 's not my fault the BNP is run by a gangster .	0
0	Whites shoudl clean their own mess !	0
0	The only way you be able to do a photo like that today is to hire actors .	0
0	Although , the water gun had already been invented , so IMO its dumb to call it an `` invention '' . super soaker inventor - YouTube	0
0	I 've gone to public school all my life and have been force fed this crap since 7th grade !!	1
0	Me an my main nigga Rakwan X and Cracka killa homey G dog money funk on the East side representin Brooklyn soul brotha numba 1 Leroy beez runnin da wigga thing up in hea !	0
0	11	0
0	My mother has dark brown hair and striking green eyes .	0
0	In certain circumstances I would agree with you but in Europe by preserving our nations we are preserving our race as well because there is no way a black in Europe can be British , Irish , German or whatever .	0
0	I dont want to argue but will you nordicists ever stop claiming that blondism in the rest Europe only comes from your lands ?	0
0	I love them to death and would kill anyone that threatened them , but they will be hell when they get older ...	0
0	It does i was unemployed for nearly 2 years in the 1980s it does drag you down .	0
0	I think asians are hot but they arent the girls I wanna get with.A wolf is pretty but do you wanna pet one ? White girls are only ones to be trusted .	1
0	If you want to start doing something productive for your race you can start by posting Mantra .	0
0	Did anyone here of the co up Irish lets say like the ab have got the Irish mob to be brothers to keep out the foreign crowd ? I got it from the star newspaper a few weeks back could be a load of made up * * * * . ?	0
0	A third defendant , the jew Gary Gelman , 39 , of Brooklyn , remains on the loose .	0
0	Like was posted above blacks are waking up more whites then prowhites .	0
0	Muahaha ...	0
0	yes it is dying down the only way we could beat our problem is by voting for BNP in the next election	0
0	Honestly , they mostly come out very odd and funny looking .	1
0	My theory is that diversity is not as popular as the wagon burners on Unity North Dakota would have us believe .	0
0	Antoher 1500 singers from other countries were here also ( mostly from Finland ) - and I only saw 1 black and 1 asian there .	0
0	I see pro and cons of both .	0
0	The story here is that a none to bright thief tried to break into the East London Museum .	0
0	Eyes Wide Open , Just saw this link posted elsewhere and thought it relating to what you said .	0
0	In another thread , I was railed by several respectable members of StormFront for my unconditional support of our troops .	0
0	let me say it like this : I HATE SCHOOL , I HATE LEARNING AND I HATE READING .	0
0	Exactly man , that is so right .	0
0	2 ) Lethargic [ syn. inactive ]	0
0	Probably, especially if they are legitimate refugees from a war conflict , as opposed to the fake black and brown refugees that are flooding the country now .	1
0	Yea, I 'm not sure it 's authenithic .	0
0	Hello from gainesville , I lived in Orlando for about 4 months good money bartending at the BBQ bar , but too many Rican sharps ... ugh 88/14 JJ	0
0	I believe this was because I broke with my fear and finally got honest with myself .	0
0	It got so bad that I literally sat outside with our dog ( he was on a lead ) .	0
0	By looking at the Toy Show tonight , you 'd swear the Irish were the minority in Ireland .	0
0	2508	0
0	So we are upgraded blacks .... ??	0
